# IndicPositionalCategory-17.0.0.txt
# Date: 2025-07-29, 13:35:52 GMT
# © 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Unicode Character Database
#   For documentation, see https://www.unicode.org/reports/tr44/
#
# This file defines the following property:
#
#    Indic_Positional_Category     enumerated property
#
# Scope: This property is aimed at the problem of
# the specification of syllabic structure for Indic scripts.
# Because dependent vowels (matras), visible viramas, and other
# characters are placed in notional slots around the consonant (or
# consonant cluster) core of an Indic syllable, there may be
# cooccurrence constraints or other interactions. Also, it may be
# desirable, in cases where more than one such character may occur in
# sequence, as for example, in a top slot and a bottom slot, to
# specify preferred orders for spelling. As such, this property
# is designed primarily to supplement the Indic_Syllabic_Category
# property.
#
# In addition to combining marks associated with Indic scripts, the
# Indic_Positional_Category has non-trivial values for special signs
# associated with Indic_Syllabic_Category=Consonant_Prefixed
# or Indic_Syllabic_Category=Consonant_Preceding_Repha. Those signs
# have General_Category=Lo, rather than being combining marks.
# They occur in initial position in syllabic structure. However, when
# rendered, they appear as marks positioned with respect to another
# base letter (usually above it). Hence, having an explicit value for
# Indic_Positional_Category for those signs can be helpful.
#
# Note that this property is *not* intended as
# a prescriptive property regarding display or font design,
# for a number of reasons. Good font design requires information
# that is outside the context of a character encoding standard,
# and is best handled in other venues. For Indic dependent
# vowels and similar characters, in particular:
#
#   1. Matra placement may vary somewhat based on typeface design.
#   2. Matra placement, even within a single script, may vary
#      somewhat according to historic period or local conventions.
#   3. Matra placement may be changed by explicit orthographic reform
#      decisions.
#   4. Matras may ligate in various ways with a consonant (or even
#      other elements of a syllable) instead of occurring in a
#      discrete location.
#   5. Matra display may be contextually determined. This is
#      notable, for example, in the Tamil script, where the shape
#      and placement of -u and -uu vowels depends strongly on
#      which consonant they adjoin.
#
# Format:
#    Field 0  Unicode code point value or range of code point values
#    Field 1  Indic_Positional_Category property value
#
# Field 1 is followed by a comment field, starting with the number sign '#',
# which shows the General_Category property value, the Unicode character name
# or names, and, in lines with ranges of code points, the code point count in
# square brackets.
#
# The scripts assessed as containing dependent vowels or similar characters
# in the structural sense used for the Indic_Positional_Category are the
# following:
#
# Ahom, Balinese, Batak, Bengali, Bhaiksuki, Brahmi, Buginese, Buhid,
# Chakma, Cham, Devanagari, Dives Akuru, Dogra, Grantha, Gujarati,
# Gunjala Gondi, Gurmukhi, Gurung Khema, Hanunoo, Javanese, Kaithi,
# Kannada, Kawi, Kayah Li, Kharoshthi, Khmer, Khojki, Khudawadi,
# Kirat Rai, Lao, Lepcha, Limbu, Makasar, Malayalam, Marchen,
# Masaram Gondi, Meetei Mayek, Modi, Myanmar, Nandinagari, Newa,
# New Tai Lue, Oriya, Rejang, Saurashtra, Sharada, Siddham, Sinhala,
# Soyombo, Sundanese, Syloti Nagri, Tagalog, Tagbanwa, Tai Tham,
# Tai Viet, Takri, Tamil, Telugu, Thai, Tibetan, Tirhuta,
# Tulu-Tigalari, and Zanabazar Square.
#
# All characters for all other scripts not in that list
# take the default value for this property.
#
# See IndicSyllabicCategory.txt for a slightly more extended
# list of Indic scripts, including those which do not have
# positional characters. Currently, those additional
# Indic scripts without positional characters are
# Multani, Phags-pa, and Tai Le.
#
# Notes:
#
# 1. The following characters are all assigned the positional category Right,
# but may have different positions in some cases:
#   * U+0BC1 TAMIL VOWEL SIGN U and U+0BC2 TAMIL VOWEL SIGN UU have
#     contextually variable placement in Tamil.
#   * U+11341 GRANTHA VOWEL SIGN U and U+11342 GRANTHA VOWEL SIGN UU have
#     contextually variable placement in Grantha.
#   * U+11440 NEWA VOWEL SIGN O and U+11441 NEWA VOWEL SIGN AU have contextually
#     variable placement in Newa.
#
# 2. The following characters are all assigned the positional category Top,
# but may have different positions in some cases:
#   * U+1143E NEWA VOWEL SIGN E and U+1143F NEWA VOWEL SIGN AI have contextually
#     variable placement in Newa.
#
# 3. The following characters are all assigned the positional category Bottom,
# but may have different positions in some cases:
#   * U+0D41 MALAYALAM VOWEL SIGN U and U+0D42 MALAYALAM VOWEL SIGN UU form
#     complex ligatures with consonants in older Malayalam orthography, and
#     are spacing marks to the right of the base in reformed Malayalam
#     orthography.
#   * U+102F MYANMAR VOWEL SIGN U and U+1030 MYANMAR VOWEL SIGN UU have
#     contextually variable placement in Myanmar.
#   * U+1A69 TAI THAM VOWEL SIGN U and U+1A6A TAI THAM VOWEL SIGN UU have
#     contextually variable placement in Tai Tham.
#   * U+113BB TULU-TIGALARI VOWEL SIGN U and
#     U+113BC TULU-TIGALARI VOWEL SIGN UU form complex ligatures with
#     consonants.
#
# 4. The following character is assigned the positional category Left, but
# may have different positions in different styles:
#   * U+119D2 NANDINAGARI VOWEL SIGN I has stylistically variable placement
#     in Nandinagari.


# ================================================

# Property: Indic_Positional_Category
#
#  All code points not explicitly listed for Indic_Positional_Category
#  have the value Not_Applicable (NA).
#
# @missing: 0000..10FFFF; Not_Applicable

# ------------------------------------------------

# Indic_Positional_Category=Right

0962..0963    ; Bottom # Mn   [2] DEVANAGARI VOWEL SIGN VOCALIC L..DEVANAGARI VOWEL SIGN VOCALIC LL
09BC          ; Bottom # Mn       BENGALI SIGN NUKTA
09C1..09C4    ; Bottom # Mn   [4] BENGALI VOWEL SIGN U..BENGALI VOWEL SIGN VOCALIC RR
09CD          ; Bottom # Mn       BENGALI SIGN VIRAMA
09E2..09E3    ; Bottom # Mn   [2] BENGALI VOWEL SIGN VOCALIC L..BENGALI VOWEL SIGN VOCALIC LL
0A3C          ; Bottom # Mn       GURMUKHI SIGN NUKTA
0A41..0A42    ; Bottom # Mn   [2] GURMUKHI VOWEL SIGN U..GURMUKHI VOWEL SIGN UU
0A4D          ; Bottom # Mn       GURMUKHI SIGN VIRAMA
0A51          ; Bottom # Mn       GURMUKHI SIGN UDAAT
0A75          ; Bottom # Mn       GURMUKHI SIGN YAKASH
0ABC          ; Bottom # Mn       GUJARATI SIGN NUKTA
0AC1..0AC4    ; Bottom # Mn   [4] GUJARATI VOWEL SIGN U..GUJARATI VOWEL SIGN VOCALIC RR
0ACD          ; Bottom # Mn       GUJARATI SIGN VIRAMA
0AE2..0AE3    ; Bottom # Mn   [2] GUJARATI VOWEL SIGN VOCALIC L..GUJARATI VOWEL SIGN VOCALIC LL
0B3C          ; Bottom # Mn       ORIYA SIGN NUKTA
0B41..0B44    ; Bottom # Mn   [4] ORIYA VOWEL SIGN U..ORIYA VOWEL SIGN VOCALIC RR
0B4D          ; Bottom # Mn       ORIYA SIGN VIRAMA
0B62..0B63    ; Bottom # Mn   [2] ORIYA VOWEL SIGN VOCALIC L..ORIYA VOWEL SIGN VOCALIC LL
0C3C          ; Bottom # Mn       TELUGU SIGN NUKTA
0C56          ; Bottom # Mn       TELUGU AI LENGTH MARK
0C62..0C63    ; Bottom # Mn   [2] TELUGU VOWEL SIGN VOCALIC L..TELUGU VOWEL SIGN VOCALIC LL
0CBC          ; Bottom # Mn       KANNADA SIGN NUKTA
0CE2..0CE3    ; Bottom # Mn   [2] KANNADA VOWEL SIGN VOCALIC L..KANNADA VOWEL SIGN VOCALIC LL
0D41..0D44    ; Bottom # Mn   [4] MALAYALAM VOWEL SIGN U..MALAYALAM VOWEL SIGN VOCALIC RR
0D62..0D63    ; Bottom # Mn   [2] MALAYALAM VOWEL SIGN VOCALIC L..MALAYALAM VOWEL SIGN VOCALIC LL
0DD4          ; Bottom # Mn       SINHALA VOWEL SIGN KETTI PAA-PILLA
0DD6          ; Bottom # Mn       SINHALA VOWEL SIGN DIGA PAA-PILLA
0E38..0E3A    ; Bottom # Mn   [3] THAI CHARACTER SARA U..THAI CHARACTER PHINTHU
0EB8..0EBA    ; Bottom # Mn   [3] LAO VOWEL SIGN U..LAO SIGN PALI VIRAMA
0EBC          ; Bottom # Mn       LAO SEMIVOWEL SIGN LO
0F18..0F19    ; Bottom # Mn   [2] TIBETAN ASTROLOGICAL SIGN -KHYUD PA..TIBETAN ASTROLOGICAL SIGN SDONG TSHUGS
0F35          ; Bottom # Mn       TIBETAN MARK NGAS BZUNG NYI ZLA
0F37          ; Bottom # Mn       TIBETAN MARK NGAS BZUNG SGOR RTAGS
0F71          ; Bottom # Mn       TIBETAN VOWEL SIGN AA
0F74..0F75    ; Bottom # Mn   [2] TIBETAN VOWEL SIGN U..TIBETAN VOWEL SIGN UU
0F84          ; Bottom # Mn       TIBETAN MARK HALANTA
0F8D..0F97    ; Bottom # Mn  [11] TIBETAN SUBJOINED SIGN LCE TSA CAN..TIBETAN SUBJOINED LETTER JA
0F99..0FBC    ; Bottom # Mn  [36] TIBETAN SUBJOINED LETTER NYA..TIBETAN SUBJOINED LETTER FIXED-FORM RA
0FC6          ; Bottom # Mn       TIBETAN SYMBOL PADMA GDAN
102F..1030    ; Bottom # Mn   [2] MYANMAR VOWEL SIGN U..MYANMAR VOWEL SIGN UU
1037          ; Bottom # Mn       MYANMAR SIGN DOT BELOW
103D..103E    ; Bottom # Mn   [2] MYANMAR CONSONANT SIGN MEDIAL WA..MYANMAR CONSONANT SIGN MEDIAL HA
1058..1059    ; Bottom # Mn   [2] MYANMAR VOWEL SIGN VOCALIC L..MYANMAR VOWEL SIGN VOCALIC LL
105E..1060    ; Bottom # Mn   [3] MYANMAR CONSONANT SIGN MON MEDIAL NA..MYANMAR CONSONANT SIGN MON MEDIAL LA
1082          ; Bottom # Mn       MYANMAR CONSONANT SIGN SHAN MEDIAL WA
108D          ; Bottom # Mn       MYANMAR SIGN SHAN COUNCIL EMPHATIC TONE
1713..1714    ; Bottom # Mn   [2] TAGALOG VOWEL SIGN U..TAGALOG SIGN VIRAMA
1733          ; Bottom # Mn       HANUNOO VOWEL SIGN U
1753          ; Bottom # Mn       BUHID VOWEL SIGN U
1773          ; Bottom # Mn       TAGBANWA VOWEL SIGN U
17BB..17BD    ; Bottom # Mn   [3] KHMER VOWEL SIGN U..KHMER VOWEL SIGN UA
1922          ; Bottom # Mn       LIMBU VOWEL SIGN U
1932          ; Bottom # Mn       LIMBU SMALL LETTER ANUSVARA
1939          ; Bottom # Mn       LIMBU SIGN MUKPHRENG
193B          ; Bottom # Mn       LIMBU SIGN SA-I
1A18          ; Bottom # Mn       BUGINESE VOWEL SIGN U
1A56          ; Bottom # Mn       TAI THAM CONSONANT SIGN MEDIAL LA
1A5B..1A5E    ; Bottom # Mn   [4] TAI THAM CONSONANT SIGN HIGH RATHA OR LOW PA..TAI THAM CONSONANT SIGN SA
1A69..1A6A    ; Bottom # Mn   [2] TAI THAM VOWEL SIGN U..TAI THAM VOWEL SIGN UU
1A6C          ; Bottom # Mn       TAI THAM VOWEL SIGN OA BELOW
1A7F          ; Bottom # Mn       TAI THAM COMBINING CRYPTOGRAMMIC DOT
1B38..1B3A    ; Bottom # Mn   [3] BALINESE VOWEL SIGN SUKU..BALINESE VOWEL SIGN RA REPA
1B6C          ; Bottom # Mn       BALINESE MUSICAL SYMBOL COMBINING ENDEP
1BA2..1BA3    ; Bottom # Mn   [2] SUNDANESE CONSONANT SIGN PANYAKRA..SUNDANESE CONSONANT SIGN PANYIKU
1BA5          ; Bottom # Mn       SUNDANESE VOWEL SIGN PANYUKU
1BAC..1BAD    ; Bottom # Mn   [2] SUNDANESE CONSONANT SIGN PASANGAN MA..SUNDANESE CONSONANT SIGN PASANGAN WA
1C2C          ; Bottom # Mn       LEPCHA VOWEL SIGN E
1C37          ; Bottom # Mn       LEPCHA SIGN NUKTA
1CD5..1CD9    ; Bottom # Mn   [5] VEDIC TONE YAJURVEDIC AGGRAVATED INDEPENDENT SVARITA..VEDIC TONE YAJURVEDIC KATHAKA INDEPENDENT SVARITA SCHROEDER
1CDC..1CDF    ; Bottom # Mn   [4] VEDIC TONE KATHAKA ANUDATTA..VEDIC TONE THREE DOTS BELOW
1CED          ; Bottom # Mn       VEDIC SIGN TIRYAK
A825          ; Bottom # Mn       SYLOTI NAGRI VOWEL SIGN U
A82C          ; Bottom # Mn       SYLOTI NAGRI SIGN ALTERNATE HASANTA
A8C4          ; Bottom # Mn       SAURASHTRA SIGN VIRAMA
A92B..A92D    ; Bottom # Mn   [3] KAYAH LI TONE PLOPHU..KAYAH LI TONE CALYA PLOPHU
A947..A949    ; Bottom # Mn   [3] REJANG VOWEL SIGN I..REJANG VOWEL SIGN E
A94B..A94E    ; Bottom # Mn   [4] REJANG VOWEL SIGN O..REJANG VOWEL SIGN EA
A9B8..A9B9    ; Bottom # Mn   [2] JAVANESE VOWEL SIGN SUKU..JAVANESE VOWEL SIGN SUKU MENDUT
A9BD          ; Bottom # Mn       JAVANESE CONSONANT SIGN KERET
AA2D          ; Bottom # Mn       CHAM VOWEL SIGN U
AA32          ; Bottom # Mn       CHAM VOWEL SIGN UE
AA35..AA36    ; Bottom # Mn   [2] CHAM CONSONANT SIGN LA..CHAM CONSONANT SIGN WA
AAB4          ; Bottom # Mn       TAI VIET VOWEL U
AAEC          ; Bottom # Mn       MEETEI MAYEK VOWEL SIGN UU
ABE8          ; Bottom # Mn       MEETEI MAYEK VOWEL SIGN UNAP
ABED          ; Bottom # Mn       MEETEI MAYEK APUN IYEK
10A02..10A03  ; Bottom # Mn   [2] KHAROSHTHI VOWEL SIGN U..KHAROSHTHI VOWEL SIGN VOCALIC R
10A0C..10A0E  ; Bottom # Mn   [3] KHAROSHTHI VOWEL LENGTH MARK..KHAROSHTHI SIGN ANUSVARA
10A39..10A3A  ; Bottom # Mn   [2] KHAROSHTHI SIGN CAUDA..KHAROSHTHI SIGN DOT BELOW
1103C..11041  ; Bottom # Mn   [6] BRAHMI VOWEL SIGN U..BRAHMI VOWEL SIGN VOCALIC LL
110B3..110B4  ; Bottom # Mn   [2] KAITHI VOWEL SIGN U..KAITHI VOWEL SIGN UU
110B9..110BA  ; Bottom # Mn   [2] KAITHI SIGN VIRAMA..KAITHI SIGN NUKTA
110C2         ; Bottom # Mn       KAITHI VOWEL SIGN VOCALIC R
1112A..1112B  ; Bottom # Mn   [2] CHAKMA VOWEL SIGN U..CHAKMA VOWEL SIGN UU
11131..11132  ; Bottom # Mn   [2] CHAKMA O MARK..CHAKMA AU MARK
11173         ; Bottom # Mn       MAHAJANI SIGN NUKTA
111B6..111BB  ; Bottom # Mn   [6] SHARADA VOWEL SIGN U..SHARADA VOWEL SIGN VOCALIC LL
111C9..111CA  ; Bottom # Mn   [2] SHARADA SANDHI MARK..SHARADA SIGN NUKTA
111CC         ; Bottom # Mn       SHARADA EXTRA SHORT VOWEL MARK
1122F         ; Bottom # Mn       KHOJKI VOWEL SIGN U
11241         ; Bottom # Mn       KHOJKI VOWEL SIGN VOCALIC R
112E3..112E4  ; Bottom # Mn   [2] KHUDAWADI VOWEL SIGN U..KHUDAWADI VOWEL SIGN UU
112E9..112EA  ; Bottom # Mn   [2] KHUDAWADI SIGN NUKTA..KHUDAWADI SIGN VIRAMA
1133B..1133C  ; Bottom # Mn   [2] COMBINING BINDU BELOW..GRANTHA SIGN NUKTA
113BB..113C0  ; Bottom # Mn   [6] TULU-TIGALARI VOWEL SIGN U..TULU-TIGALARI VOWEL SIGN VOCALIC LL
113D2         ; Bottom # Mn       TULU-TIGALARI GEMINATION MARK
113E2         ; Bottom # Mn       TULU-TIGALARI VEDIC TONE ANUDATTA
11438..1143D  ; Bottom # Mn   [6] NEWA VOWEL SIGN U..NEWA VOWEL SIGN VOCALIC LL
11442         ; Bottom # Mn       NEWA SIGN VIRAMA
11446         ; Bottom # Mn       NEWA SIGN NUKTA
114B3..114B8  ; Bottom # Mn   [6] TIRHUTA VOWEL SIGN U..TIRHUTA VOWEL SIGN VOCALIC LL
114C2..114C3  ; Bottom # Mn   [2] TIRHUTA SIGN VIRAMA..TIRHUTA SIGN NUKTA
115B2..115B5  ; Bottom # Mn   [4] SIDDHAM VOWEL SIGN U..SIDDHAM VOWEL SIGN VOCALIC RR
115BF..115C0  ; Bottom # Mn   [2] SIDDHAM SIGN VIRAMA..SIDDHAM SIGN NUKTA
115DC..115DD  ; Bottom # Mn   [2] SIDDHAM VOWEL SIGN ALTERNATE U..SIDDHAM VOWEL SIGN ALTERNATE UU
11633..11638  ; Bottom # Mn   [6] MODI VOWEL SIGN U..MODI VOWEL SIGN VOCALIC LL
1163F         ; Bottom # Mn       MODI SIGN VIRAMA
116B0..116B1  ; Bottom # Mn   [2] TAKRI VOWEL SIGN U..TAKRI VOWEL SIGN UU
116B7         ; Bottom # Mn       TAKRI SIGN NUKTA
1171D         ; Bottom # Mn       AHOM CONSONANT SIGN MEDIAL LA
11724..11725  ; Bottom # Mn   [2] AHOM VOWEL SIGN U..AHOM VOWEL SIGN UU
11728         ; Bottom # Mn       AHOM VOWEL SIGN O
1182F..11832  ; Bottom # Mn   [4] DOGRA VOWEL SIGN U..DOGRA VOWEL SIGN VOCALIC RR
11839..1183A  ; Bottom # Mn   [2] DOGRA SIGN VIRAMA..DOGRA SIGN NUKTA
11943         ; Bottom # Mn       DIVES AKURU SIGN NUKTA
119D4..119D7  ; Bottom # Mn   [4] NANDINAGARI VOWEL SIGN U..NANDINAGARI VOWEL SIGN VOCALIC RR
119E0         ; Bottom # Mn       NANDINAGARI SIGN VIRAMA
11A02..11A03  ; Bottom # Mn   [2] ZANABAZAR SQUARE VOWEL SIGN UE..ZANABAZAR SQUARE VOWEL SIGN U
11A0A         ; Bottom # Mn       ZANABAZAR SQUARE VOWEL LENGTH MARK
11A33..11A34  ; Bottom # Mn   [2] ZANABAZAR SQUARE FINAL CONSONANT MARK..ZANABAZAR SQUARE SIGN VIRAMA
11A3B..11A3E  ; Bottom # Mn   [4] ZANABAZAR SQUARE CLUSTER-FINAL LETTER YA..ZANABAZAR SQUARE CLUSTER-FINAL LETTER VA
11A52..11A53  ; Bottom # Mn   [2] SOYOMBO VOWEL SIGN UE..SOYOMBO VOWEL SIGN U
11A59..11A5B  ; Bottom # Mn   [3] SOYOMBO VOWEL SIGN VOCALIC R..SOYOMBO VOWEL LENGTH MARK
11A8A..11A95  ; Bottom # Mn  [12] SOYOMBO FINAL CONSONANT SIGN G..SOYOMBO FINAL CONSONANT SIGN -A
11B62..11B63  ; Bottom # Mn   [2] SHARADA VOWEL SIGN UE..SHARADA VOWEL SIGN UUE
11C32..11C36  ; Bottom # Mn   [5] BHAIKSUKI VOWEL SIGN U..BHAIKSUKI VOWEL SIGN VOCALIC L
11C3F         ; Bottom # Mn       BHAIKSUKI SIGN VIRAMA
11C92..11CA7  ; Bottom # Mn  [22] MARCHEN SUBJOINED LETTER KA..MARCHEN SUBJOINED LETTER ZA
11CAA..11CB0  ; Bottom # Mn   [7] MARCHEN SUBJOINED LETTER RA..MARCHEN VOWEL SIGN AA
11CB2         ; Bottom # Mn       MARCHEN VOWEL SIGN U
11D36         ; Bottom # Mn       MASARAM GONDI VOWEL SIGN VOCALIC R
11D42         ; Bottom # Mn       MASARAM GONDI SIGN NUKTA
11D44         ; Bottom # Mn       MASARAM GONDI SIGN HALANTA
11D47         ; Bottom # Mn       MASARAM GONDI RA-KARA
11EF4         ; Bottom # Mn       MAKASAR VOWEL SIGN U
11F38..11F3A  ; Bottom # Mn   [3] KAWI VOWEL SIGN U..KAWI VOWEL SIGN VOCALIC R
1612E..1612F  ; Bottom # Mn   [2] GURUNG KHEMA CONSONANT SIGN MEDIAL RA..GURUNG KHEMA SIGN THOLHOMA

# Indic_Positional_Category=Top_And_Bottom

0C48          ; Top_And_Bottom # Mn       TELUGU VOWEL SIGN AI
0F73          ; Top_And_Bottom # Mn       TIBETAN VOWEL SIGN II
0F76..0F79    ; Top_And_Bottom # Mn   [4] TIBETAN VOWEL SIGN VOCALIC R..TIBETAN VOWEL SIGN VOCALIC LL
0F81          ; Top_And_Bottom # Mn       TIBETAN VOWEL SIGN REVERSED II
1B3C          ; Top_And_Bottom # Mn       BALINESE VOWEL SIGN LA LENGA
1112E..1112F  ; Top_And_Bottom # Mn   [2] CHAKMA VOWEL SIGN O..CHAKMA VOWEL SIGN AU

# Indic_Positional_Category=Top_And_Right

0AC9          ; Top_And_Right # Mc       GUJARATI VOWEL SIGN CANDRA O
0B57          ; Top_And_Right # Mc       ORIYA AU LENGTH MARK
0CC0          ; Top_And_Right # Mc       KANNADA VOWEL SIGN II
0CC7..0CC8    ; Top_And_Right # Mc   [2] KANNADA VOWEL SIGN EE..KANNADA VOWEL SIGN AI
0CCA..0CCB    ; Top_And_Right # Mc   [2] KANNADA VOWEL SIGN O..KANNADA VOWEL SIGN OO
1925..1926    ; Top_And_Right # Mc   [2] LIMBU VOWEL SIGN OO..LIMBU VOWEL SIGN AU
1B43          ; Top_And_Right # Mc       BALINESE VOWEL SIGN PEPET TEDUNG
111BF         ; Top_And_Right # Mc       SHARADA VOWEL SIGN AU
11232..11233  ; Top_And_Right # Mc   [2] KHOJKI VOWEL SIGN O..KHOJKI VOWEL SIGN AU
113B9..113BA  ; Top_And_Right # Mc   [2] TULU-TIGALARI VOWEL SIGN I..TULU-TIGALARI VOWEL SIGN II

# Indic_Positional_Category=Top_And_Left

0B48          ; Top_And_Left # Mc       ORIYA VOWEL SIGN AI
0DDA          ; Top_And_Left # Mc       SINHALA VOWEL SIGN DIGA KOMBUVA
17BE          ; Top_And_Left # Mc       KHMER VOWEL SIGN OE
1C29          ; Top_And_Left # Mc       LEPCHA VOWEL SIGN OO
114BB         ; Top_And_Left # Mc       TIRHUTA VOWEL SIGN AI
115B9         ; Top_And_Left # Mc       SIDDHAM VOWEL SIGN AI

# Indic_Positional_Category=Top_And_Left_And_Right

0B4C          ; Top_And_Left_And_Right # Mc       ORIYA VOWEL SIGN AU
0DDD          ; Top_And_Left_And_Right # Mc       SINHALA VOWEL SIGN KOMBUVA HAA DIGA AELA-PILLA
17BF          ; Top_And_Left_And_Right # Mc       KHMER VOWEL SIGN YA
115BB         ; Top_And_Left_And_Right # Mc       SIDDHAM VOWEL SIGN AU

# Indic_Positional_Category=Bottom_And_Right

1B3B          ; Bottom_And_Right # Mc       BALINESE VOWEL SIGN RA REPA TEDUNG
A9BE          ; Bottom_And_Right # Mc       JAVANESE CONSONANT SIGN PENGKAL
A9C0          ; Bottom_And_Right # Mc       JAVANESE PANGKON
11942         ; Bottom_And_Right # Mc       DIVES AKURU MEDIAL RA

# Indic_Positional_Category=Bottom_And_Left

A9BF          ; Bottom_And_Left # Mc       JAVANESE CONSONANT SIGN CAKRA

# Indic_Positional_Category=Top_And_Bottom_And_Right

1B3D          ; Top_And_Bottom_And_Right # Mc       BALINESE VOWEL SIGN LA LENGA TEDUNG

# Indic_Positional_Category=Top_And_Bottom_And_Left

103C          ; Top_And_Bottom_And_Left # Mc       MYANMAR CONSONANT SIGN MEDIAL RA
1171E         ; Top_And_Bottom_And_Left # Mc       AHOM CONSONANT SIGN MEDIAL RA

# Indic_Positional_Category=Overstruck

1CD4          ; Overstruck # Mn       VEDIC SIGN YAJURVEDIC MIDLINE SVARITA
1CE2..1CE8    ; Overstruck # Mn   [7] VEDIC SIGN VISARGA SVARITA..VEDIC SIGN VISARGA ANUDATTA WITH TAIL
10A01         ; Overstruck # Mn       KHAROSHTHI VOWEL SIGN I
10A06         ; Overstruck # Mn       KHAROSHTHI VOWEL SIGN O

# EOF
